library_path,block_name,mask_type,port_structure,physical_port_count,inport_count,outport_count,likely_compatible_with_l01,requires_control_input,note
"sps_lib/Sensors and Measurements/Fundamental\n(PLL-Driven)/Mean\n(Variable Frequency)2/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Mean\n(Phasor)/Mean_Imag/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Mean\n(Phasor)/Mean_Real/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Mean\n(Variable Frequency)/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/PLL\n(3ph)/Model/Automatic Gain\nControl/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/PLL\n(3ph)/Model/Automatic Gain\nControl/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)2/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/PLL\n(3ph)/Model/Automatic Gain\nControl/Positive-Sequence\n(PLL-Driven)/abc ->dq0/Alpha-Beta-Zero\nto dq0/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/PLL\n(3ph)/Model/Variable Frequency\nMean value/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/PLL\n(3ph)/Model/abc to dq0/Alpha-Beta-Zero\nto dq0/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)2/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)/abc ->dq0/Alpha-Beta-Zero\nto dq0/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Amplitude/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Amplitude/Time-Amplitude pairs/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Amplitude/Variation on phase A only/Switch5","Switch5","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Frequency/Switch4","Switch4","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Harmonic\nGeneration/Harmonic A\ngeneration/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Harmonic\nGeneration/Harmonic B\ngeneration/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Phase/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Phase/Time-Phase pairs/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Phase/Variation on phase A only/Switch5","Switch5","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Variation value\n(step ramp mod)/Subsystem1/Multiport\nSwitch1","Multiport\nSwitch1","",Inport:5;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,5,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Variation value\n(step ramp mod)/Subsystem1/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Variation value\n(step ramp mod)/Subsystem1/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Variation value\n(step ramp mod)/Subsystem1/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/PMU\n(PLL-Based,\nPositive-Sequence)/Synchronous\nReference/Model/Variation value\n(step ramp mod)/Subsystem1/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)2/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Positive-Sequence\n(PLL-Driven)/abc ->dq0/Alpha-Beta-Zero\nto dq0/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power/Fourier/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power/Fourier/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power/Fourier1/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power/Fourier1/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(PLL-Driven,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(PLL-Driven,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)/Mean\n(Variable Frequency)2/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(PLL-Driven,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)/abc ->dq0/Alpha-Beta-Zero\nto dq0/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(PLL-Driven,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)1/Mean\n(Variable Frequency)1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(PLL-Driven,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)1/Mean\n(Variable Frequency)2/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(PLL-Driven,\nPositive-Sequence)/Positive-Sequence\n(PLL-Driven)1/abc ->dq0/Alpha-Beta-Zero\nto dq0/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer/Fourier_A/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer/Fourier_A/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer/Fourier_B/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer/Fourier_B/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer/Fourier_C/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer/Fourier_C/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer1/Fourier_A/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer1/Fourier_A/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer1/Fourier_B/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer1/Fourier_B/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer1/Fourier_C/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Power\n(Positive-Sequence)/Sequence Analyzer1/Fourier_C/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/RMS/RMS /Fourier1/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/RMS/RMS /Fourier1/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/RMS/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/RMS/TrueRMS /Mean value/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Sequence Analyzer/Fourier_A/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Sequence Analyzer/Fourier_A/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Sequence Analyzer/Fourier_B/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Sequence Analyzer/Fourier_B/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Sequence Analyzer/Fourier_C/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Sequence Analyzer/Fourier_C/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS1/RMS /Fourier1/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS1/RMS /Fourier1/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS1/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS1/TrueRMS /Mean value/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS2/RMS /Fourier1/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS2/RMS /Fourier1/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS2/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/THD/RMS2/TrueRMS /Mean value/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Fuel Cell Stack/Model/Continuous//Detailed/Subsystem1/Nernst Potential/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/ Variation value\n(step ramp mod)/Subsystem/Multiport\nSwitch1","Multiport\nSwitch1","",Inport:5;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,5,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/ Variation value\n(step ramp mod)/Subsystem/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/ Variation value\n(step ramp mod)/Subsystem/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/ Variation value\n(step ramp mod)/Subsystem/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/ Variation value\n(step ramp mod)/Subsystem/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/Amplitude/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/Amplitude/Time-Amplitude pairs/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/Amplitude/Variation on phase A only/Switch5","Switch5","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/Frequency/Switch4","Switch4","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/Harmonic\nGeneration/Harmonic A\ngeneration/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sources/Signal Generator Sources/Three-Phase\nProgrammable\nGenerator/Model/Harmonic\nGeneration/Harmonic B\ngeneration/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
